install|test_install|tests/00_setup/test_01_setup.py::test_install|PASSED|0.002607|
GEN|test_GEN_001_get_version|tests/00_setup/test_02_config.py::test_GEN_001_get_version|PASSED|0.001075|
GEN|test_GEN_002_log_info|tests/00_setup/test_03_logging.py::test_GEN_002_log_info|PASSED|0.000745|
GEN|test_GEN_003_log_warn|tests/00_setup/test_03_logging.py::test_GEN_003_log_warn|PASSED|0.001085|
GEN|test_GEN_004_log_critical|tests/00_setup/test_03_logging.py::test_GEN_004_log_critical|PASSED|0.005281|
init|test_init_works|tests/00_setup/test_init.py::test_init_works|PASSED|0.028513|
init2|test_init2_works|tests/00_setup/test_init.py::test_init2_works|PASSED|0.003124|
